y,x0,x1,x2,x3,x4,x5
4.3,A1,A1,A0,68,30.0,10
0.35,A1,A0,A0,60,125.0,12
1.9,A0,A5,A0,110,150.0,4
8.2,A0,A8,A0,150,150.0,10
5.9,A0,A3,A0,106,125.0,4
8.49,A0,A5,,90,90.0,4
0.8,A1,A1,A0,58,150.0,2
0.6,A0,A8,A2,0,100.0,0
8.99,A1,A1,A0,69,10.0,9
1.95,A1,A0,A0,101,125.0,3
13.0,A0,A4,A0,102,50.0,3
3.3,A1,A1,,60,150.0,7
6.98,A0,A3,A0,185,150.0,7
1.5,A0,A3,A0,0,5.0,1
0.95,A1,A0,A1,170,150.0,8
13.99,A0,A3,A0,136,150.0,1
5.4,A0,A3,A0,105,150.0,11
4.95,A1,A0,A0,170,100.0,9
7.8,A1,A7,A0,163,150.0,10
7.69,A1,A0,A0,80,70.0,4
4.4,A1,A1,A0,80,100.0,7
5.5,A0,A0,A0,80,150.0,1
2.8,A1,A3,A0,170,150.0,7
3.799,A0,A7,A0,94,150.0,5
5.9,A1,A0,A1,170,,8
3.99,A0,A1,A0,68,60.0,3
0.4,A0,A8,A2,0,150.0,0
7.75,A1,A0,A0,110,150.0,1
2.4,A0,A0,A1,122,150.0,9
55.0,A0,A5,A0,250,5.0,7
1.35,A0,A3,A0,170,150.0,11
52.0,A1,A4,A0,0,125.0,1
3.1,A0,A3,A0,101,150.0,5
7.4,A0,A8,A0,140,100.0,3
0.7,A0,A3,A0,150,150.0,10
9.5,A0,A3,A0,150,150.0,2
2.4,A1,A1,A0,54,60.0,5
4.8,A1,A1,A0,120,80.0,12
0.2,A0,A1,A0,0,150.0,6
2.499,A1,A0,A0,150,150.0,3
4.5,A0,A3,A0,190,150.0,3
9.8,A1,A2,A1,0,150.0,7
1.099,A1,A1,A0,58,150.0,5
0.1,A0,A8,A2,0,5.0,0
29.0,A0,A0,A1,230,50.0,9
1.8,A1,A0,A0,110,150.0,6
4.25,A1,A4,A1,165,150.0,3
1.2,A0,A3,A1,170,150.0,11
1.4,A1,A8,A0,150,150.0,10
9.8,A1,A0,A0,120,30.0,10
4.2,A1,A0,A0,116,90.0,9
0.5,A1,A3,A0,0,150.0,1
0.0,A1,A3,A0,101,150.0,0
9.888,A1,A1,A1,179,80.0,3
1.9,A1,A0,A0,105,150.0,1
3.65,A1,A0,A0,101,100.0,5
12.5,A0,A0,A0,177,125.0,10
6.95,A0,A7,A0,140,150.0,10
24.9,A0,A0,A1,136,10.0,7
3.8,A0,A2,A1,163,150.0,3
4.399,A1,A0,A0,116,150.0,7
4.7,A1,A5,A0,136,,4
0.95,A0,A1,A0,60,150.0,2
0.5,A0,A1,A0,50,60.0,4
2.5,A0,A5,A0,0,150.0,7
2.49,A1,A7,A0,192,150.0,12
3.95,A0,A1,A0,90,150.0,7
9.9,A1,A0,A1,141,70.0,7
1.2,A0,A0,,125,150.0,7
14.5,A0,A3,A1,140,125.0,0
21.5,A1,A5,A0,204,90.0,1
10.8,A0,A5,A0,122,125.0,7
6.95,A1,A5,A0,170,125.0,5
12.99,A0,A3,,150,125.0,7
4.999,A1,A1,A0,80,90.0,10
14.888,A0,A3,A0,105,125.0,1
1.8,A1,A0,A1,75,125.0,3
41.5,A1,A3,A1,204,30.0,8
0.75,A1,A7,A0,103,150.0,1
4.3,A1,A5,A0,90,150.0,2
9.95,A0,unknown,A0,126,125.0,4
0.65,A0,A8,A0,64,100.0,1
10.999,A1,A3,A0,122,90.0,7
1.15,A0,A1,A0,60,150.0,6
0.9,A0,A8,A0,60,150.0,1
2.75,A0,A3,A0,101,150.0,1
3.65,A0,A1,A0,0,150.0,10
7.99,A0,A0,A0,98,50.0,6
8.299,A0,A7,A0,129,150.0,12
1.2,A1,A8,A0,0,80.0,0
0.7,A0,A1,A0,58,150.0,12
19.2,A0,A4,A1,170,125.0,6
3.95,A1,A7,A0,102,150.0,3
12.78,A1,A0,A1,95,,10
0.6,A1,A1,A0,55,150.0,3
1.25,A0,A7,A0,102,150.0,4
3.59,A1,A4,A0,150,150.0,1
5.99,A0,A7,A0,129,150.0,1
3.95,A1,A3,A1,163,150.0,1
1.799,A1,A1,A0,68,150.0,3
0.65,A1,A1,A0,0,125.0,5
28.9,A0,A3,A0,150,20.0,12
1.1,A0,A3,A0,120,150.0,9
3.5,A0,A0,A0,115,125.0,1
7.999,A1,A6,A0,116,150.0,4
2.9,A1,A1,A0,101,150.0,0
2.9,A0,A0,A0,105,150.0,3
6.99,A1,A7,A0,102,150.0,12
0.85,A0,A0,A0,75,150.0,2
20.99,A0,A3,A0,144,50.0,9
1.5,A1,A4,,0,150.0,0
6.9,A0,A3,A0,140,150.0,12
13.9,A0,A3,A1,170,150.0,9
0.5,A1,A0,A0,122,150.0,12
29.75,A0,A7,A1,180,100.0,5
14.5,A0,A0,A0,163,150.0,11
0.5,A0,A3,A0,90,150.0,0
6.5,A0,A5,A1,45,50.0,11
0.5,A0,A1,A2,0,125.0,6
7.9,A1,A5,,115,150.0,0
2.9,A1,A0,A2,0,150.0,10
2.6,A1,A0,A0,116,150.0,0
0.35,A0,A0,A0,60,150.0,3
0.999,A1,A0,A0,98,150.0,9
2.0,A1,A0,A0,150,150.0,7
7.0,A0,A3,A0,143,150.0,9
11.999,A1,A5,A0,163,80.0,5
14.5,A1,A0,A0,143,,10
3.8,A1,A1,A0,75,40.0,8
0.18,A1,A8,A2,0,5.0,0
3.5,A0,A0,A1,109,125.0,8
3.35,A1,A3,A0,136,150.0,12
1.119,A1,A1,A1,60,150.0,12
1.399,A1,A0,A0,102,150.0,3
3.3,A1,A0,A0,109,150.0,0
9.7,A1,A2,A0,150,125.0,12
0.0,A0,A8,A2,0,150.0,0
20.0,A1,A0,A1,265,50.0,11
2.1,A0,A5,A0,170,150.0,4
10.999,A1,A7,A0,86,60.0,6
5.375,A0,A5,A0,90,70.0,4
0.35,A1,A1,A0,51,150.0,0
12.2,A0,A3,A0,116,150.0,7
1.5,A1,A1,A0,54,,8
19.499,A1,A0,A0,211,40.0,1
2.099,A1,A3,A0,218,150.0,4
2.7,A1,A1,A0,75,150.0,3
1.3,A1,A3,A0,150,150.0,7
1.0,A1,A8,A0,136,150.0,0
4.2,A0,A8,A0,136,150.0,0
0.95,A1,A1,A0,0,100.0,7
3.5,A0,A8,A1,218,150.0,12
1.2,A0,A7,A0,125,150.0,1
1.8,A0,A0,A0,110,150.0,1
4.75,A0,A8,A0,160,150.0,6
2.2,A1,A0,,136,150.0,12
6.2,A1,A0,A0,230,100.0,6
0.6,A0,A8,A0,60,150.0,0
0.69,A0,A1,A0,60,150.0,4
8.699,A1,A3,A1,163,70.0,12
13.8,A0,A2,A1,239,150.0,3
1.55,A1,A1,A0,0,125.0,4
2.499,A1,A0,A0,98,80.0,8
2.349,A0,A0,,165,150.0,10
3.1,A1,A8,A0,68,125.0,5
10.8,A1,A2,A0,121,150.0,12
0.75,A0,A1,A0,75,150.0,7
54.999,A1,A0,A1,313,20.0,10
6.95,A0,A4,A0,170,125.0,5
0.1,A0,A8,A2,0,125.0,0
4.69,A1,A8,A0,131,150.0,3
1.0,A0,A8,A2,0,150.0,3
5.4,A0,A7,A0,150,150.0,6
7.5,A0,A1,A0,86,30.0,3
2.4,A1,A0,A0,150,150.0,4
8.8,A0,A3,A1,170,150.0,0
0.88,A0,A0,A0,75,150.0,1
3.0,A1,A0,A2,116,150.0,0
2.7,A1,A1,A0,109,125.0,0
22.499,A0,A3,A1,184,150.0,1
0.65,A1,A0,A0,103,150.0,8
21.0,A1,A7,A0,150,5.0,3
3.45,A0,A0,A0,105,150.0,1
0.8,A0,A0,A0,0,150.0,7
4.99,A1,A1,,65,90.0,4
9.999,A0,A8,A2,0,150.0,0
6.499,A0,A5,A0,231,150.0,6
3.0,A1,A8,A0,101,30.0,7
14.5,A0,A4,A0,160,125.0,8
4.88,A1,A1,A0,58,50.0,7
0.8,A0,A0,A0,90,150.0,3
18.3,A1,A4,A0,306,150.0,12
2.0,A1,A7,A0,0,150.0,12
2.3,A0,A0,A0,101,150.0,5
9.799,A1,A3,A1,163,150.0,8
3.0,A1,A8,A0,98,150.0,0
1.2,A0,A0,A0,57,150.0,10
4.0,A0,A1,A0,68,70.0,9
0.2,A1,A1,A0,55,150.0,0
11.9,A0,A5,A1,250,125.0,6
294.9,A1,A4,A0,408,5.0,5
1.9,A0,A3,A0,129,150.0,6
1.4,A1,A1,A0,60,125.0,12
13.6,A0,A0,A0,143,80.0,1
23.5,A1,A8,A1,170,60.0,10
16.5,A1,A3,A1,170,150.0,9
2.0,A0,A5,A1,163,150.0,6
17.5,A0,A2,A0,150,40.0,6
5.25,A1,A0,A0,105,90.0,10
0.3,A0,A3,A0,101,150.0,3
0.48,A1,A3,A2,60,150.0,9
1.7,A0,A0,A1,170,150.0,7
0.45,A0,A1,A0,60,150.0,5
1.3,A0,A0,A0,101,150.0,7
2.55,A1,A7,A0,77,150.0,8
2.0,A0,A0,A0,105,150.0,9
1.399,A0,A0,A0,116,150.0,5
1.5,A1,A2,A0,82,70.0,1
41.8,A0,A0,A1,121,10.0,11
0.6,A1,A1,A0,0,125.0,6
0.75,A0,A4,A0,192,150.0,0
3.9,A0,A3,A0,101,150.0,12
2.0,A0,A3,A0,115,150.0,0
4.799,A1,A8,A0,105,150.0,1
4.95,A1,A5,A0,170,150.0,6
8.4,A0,A0,A0,69,40.0,6
14.25,A1,A1,A0,182,50.0,5
3.99,A1,A3,A0,125,150.0,2
10.3,A1,A5,A0,69,30.0,5
1.3,A1,A8,A0,0,150.0,4
1.55,A1,A4,A1,54,125.0,12
4.3,A0,A3,A1,179,150.0,2
1.95,A0,A0,A1,122,125.0,1
15.9,A1,A2,A1,340,125.0,9
26.9,A1,A0,A1,204,90.0,9
1.49,A1,A0,A0,101,125.0,4
2.399,A0,A8,A1,61,150.0,10
4.0,A0,A1,A0,75,150.0,7
3.0,A1,A0,A0,75,150.0,11
0.849,A0,A1,A0,63,150.0,0
2.2,A0,A0,A0,129,125.0,2
11.5,A0,A2,A0,150,125.0,4
1.6,A0,A1,A0,60,150.0,3
4.3,A1,A0,A0,116,150.0,4
6.45,A0,A5,A1,135,150.0,1
0.35,A0,A0,A0,101,,2
0.999,A1,A1,A0,45,,1
2.6,A0,A0,A0,102,150.0,9
0.2,A1,A1,A0,0,50.0,8
1.0,A1,A0,A0,75,,1
4.499,A0,A4,A0,125,,1
0.75,A0,A1,A0,75,150.0,4
9.9,A1,A3,A0,218,150.0,6
2.9,A1,A1,A0,60,125.0,12
0.69,A0,A1,A0,60,150.0,10
0.6,A0,A8,A2,0,5.0,1
26.5,A0,A0,A1,184,125.0,10
1.35,A1,A1,A0,58,150.0,12
4.5,A1,A0,A0,250,150.0,10
1.35,A0,A7,A0,120,20.0,5
1.85,A0,A1,A0,116,150.0,4
0.749,A1,A8,A0,150,150.0,8
10.5,A0,A8,A2,143,125.0,0
1.499,A1,A3,A0,170,150.0,3
3.15,A0,A3,A0,140,150.0,12
12.7,A1,A0,A1,177,150.0,1
5.5,A1,A3,,131,150.0,12
1.35,A1,A1,A1,75,150.0,8
1.5,A0,A6,A0,102,150.0,3
1.299,A1,A8,A1,101,150.0,12
15.99,A1,A8,,140,125.0,6
5.99,A1,A3,A0,140,150.0,6
10.9,A1,A5,A0,192,90.0,5
4.5,A0,A0,A0,150,150.0,11
2.999,A0,A3,A0,165,150.0,12
0.599,A0,A0,A1,101,150.0,7
4.499,A0,A7,A0,116,150.0,2
3.5,A0,A3,A0,136,150.0,7
8.9,A0,A3,,218,150.0,7
4.8,A1,A8,A0,150,150.0,6
6.499,A1,A0,A0,131,150.0,7
0.399,A0,A8,A0,0,150.0,8
2.7,A0,A8,A0,0,150.0,4
14.0,A1,A3,A0,136,150.0,9
9.25,A0,A3,A0,170,150.0,5
18.999,A0,A5,A0,211,70.0,5
18.9,A0,A5,A1,140,30.0,12
11.2,A1,A1,A0,211,125.0,4
6.98,A0,A7,A0,84,150.0,10
3.499,A1,A5,A0,116,150.0,2
0.6,A0,A8,A0,0,150.0,1
4.0,A1,A3,A1,231,150.0,3
1.2,A0,A1,A0,58,125.0,3
10.2,A1,A0,A0,120,50.0,11
15.0,A1,A0,A0,180,,1
0.5,A0,A0,A0,90,150.0,2
3.5,A0,A4,A2,150,150.0,0
1.35,A0,A1,A2,0,150.0,9
0.999,A1,A0,A0,101,150.0,8
3.0,A0,A7,A0,97,150.0,7
13.5,A0,A3,,90,40.0,9
1.5,A1,A1,A0,115,150.0,4
9.2,A0,A3,A0,140,150.0,6
2.2,A0,A7,A0,0,150.0,0
0.4,A1,A3,A1,150,150.0,8
4.6,A1,A5,A0,140,150.0,7
1.299,A1,A1,A0,0,125.0,7
2.9,A0,A3,A0,131,150.0,11
6.95,A1,A8,A1,177,150.0,2
4.99,A0,A3,A0,0,150.0,4
1.3,A1,A8,A0,116,150.0,5
31.5,A1,A3,A0,190,30.0,7
0.7,A0,A0,A0,0,150.0,0
3.5,A1,A3,A1,286,125.0,4
0.2,A0,A8,A2,0,150.0,0
6.5,A1,A7,,102,150.0,0
1.65,A1,A0,A0,0,150.0,11
3.6,A1,A0,A1,196,150.0,2
7.85,A0,A0,A1,204,150.0,12
0.4,A1,A3,A0,101,150.0,2
0.6,A0,A1,A0,75,150.0,10
0.5,A1,A1,A0,45,150.0,3
2.29,A0,A2,A0,80,150.0,5
12.0,A1,A0,A1,132,150.0,6
1.85,A1,A7,A0,0,150.0,9
14.499,A0,A1,A2,0,100.0,3
0.169,A0,A8,A0,50,125.0,12
3.6,A0,A0,A1,129,150.0,5
12.5,A0,A4,A1,284,150.0,10
5.0,A1,A1,A0,60,40.0,4
0.499,A1,A7,A0,120,,0
8.3,A0,A0,A0,140,150.0,5
6.5,A0,A1,A0,125,150.0,5
0.6,A1,A0,A1,101,125.0,10
7.5,A1,A1,A1,71,40.0,4
1.2,A1,A1,A0,86,150.0,10
17.9,A1,A3,A1,0,150.0,0
14.95,A1,A2,A0,177,50.0,10
7.5,A0,A5,A0,0,150.0,8
2.5,A0,A3,A1,163,150.0,6
12.8,A1,A0,A0,230,125.0,8
0.0,A0,A3,A2,0,5.0,0
0.799,A0,A8,A0,60,150.0,0
0.0,A1,A8,A0,75,150.0,1
1.37,A1,A1,A0,58,150.0,11
5.15,A1,A0,A1,0,5.0,9
7.2,A1,A1,A0,95,150.0,1
3.7,A0,A1,A0,116,125.0,11
4.99,A1,A3,A0,105,150.0,11
1.5,A0,A0,A0,102,150.0,2
14.1,A1,A1,A0,105,80.0,3
19.7,A0,A7,A0,140,90.0,4
26.8,A0,A5,A0,163,40.0,7
1.8,A0,A8,A0,155,150.0,10
3.69,A1,A1,A0,67,90.0,10
2.3,A0,A3,A0,131,150.0,8
4.877,A1,A2,A0,141,60.0,6
0.399,A1,A0,A0,75,150.0,11
0.9,A0,A8,A1,0,90.0,7
2.8,A0,A3,A0,130,150.0,3
0.8,A0,A0,A0,115,150.0,0
0.45,A0,A0,A1,115,150.0,10
3.85,A0,A1,A0,80,150.0,8
0.85,A0,A3,A0,116,150.0,7
5.485,A0,A7,A0,147,150.0,6
4.5,A1,A3,A0,105,90.0,9
0.3,A1,A1,A0,0,150.0,9
0.0,A0,A8,A0,150,150.0,6
8.4,A1,A1,A0,101,60.0,2
0.4,A1,A7,A0,140,150.0,5
0.55,A0,A1,A0,54,150.0,12
2.8,A1,A7,A0,95,,1
12.7,A0,A1,A0,192,70.0,6
10.9,A1,A5,A0,131,150.0,5
6.999,A0,A4,A1,231,150.0,0
19.5,A1,A0,A0,136,5.0,3
5.35,A1,A8,A0,100,100.0,4
13.5,A1,A0,A0,131,125.0,2
1.25,A0,A8,A0,60,150.0,10
3.49,A0,A1,A0,68,125.0,8
5.5,A1,A1,A0,90,125.0,6
0.0,A0,A0,A0,75,150.0,4
9.99,A0,A7,A0,150,150.0,3
4.4,A0,A1,A0,90,150.0,2
0.25,A0,A8,A0,50,125.0,5
6.0,A0,A8,,211,150.0,4
1.399,A0,A1,A0,54,150.0,8
1.55,A0,A3,A0,75,150.0,7
2.699,A1,A3,A0,179,150.0,2
0.8,A1,A0,A1,0,150.0,4
0.5,A0,A8,A0,90,150.0,3
0.65,A0,A3,A0,75,150.0,6
9.999,A0,A5,A0,192,90.0,5
0.89,A1,A3,A0,60,125.0,1
0.2,A1,A1,A0,58,150.0,10
8.5,A0,A3,A0,105,150.0,1
2.65,A0,A0,A0,170,150.0,7
0.75,A0,A0,,75,150.0,9
1.5,A1,A7,A0,107,150.0,12
0.2,A1,A8,A0,0,150.0,0
0.55,A0,A1,A0,54,150.0,12
1.999,A1,unknown,A0,101,150.0,3
0.6,A1,A0,A0,117,125.0,2
6.999,A0,A3,A1,140,,2
0.98,A0,A0,A0,82,150.0,1
0.222,A0,A0,A0,90,150.0,10
1.95,A1,A0,A0,116,90.0,5
5.5,A0,A3,A0,129,150.0,10
14.5,A0,A7,A0,151,150.0,11
5.79,A1,A3,A1,184,150.0,5
3.95,A1,A0,A0,116,150.0,6
3.999,A0,A7,A2,0,150.0,12
1.3,A0,A1,A1,54,90.0,4
0.55,A1,A0,A0,0,150.0,0
5.29,A0,A2,A0,150,125.0,3
3.799,A1,A3,A0,1403,150.0,9
18.75,A0,A7,A0,170,150.0,5
8.5,A1,A8,A0,150,100.0,8
17.55,A1,A3,A1,179,70.0,1
2.98,A1,A3,A0,131,150.0,4
1.0,A0,A1,A0,83,150.0,1
3.5,A0,A4,A1,45,125.0,6
28.9,A1,A0,,364,,3
0.299,A1,A1,A0,75,5.0,0
6.2,A1,A8,A1,204,150.0,0
3.5,A0,A3,A0,129,125.0,3
10.5,A0,A0,A0,140,150.0,5
2.5,A0,A8,A0,90,150.0,0
6.0,A0,A7,A1,103,40.0,6
3.89,A1,A3,A0,102,150.0,1
0.22,A1,A1,A0,60,150.0,1
0.5,A0,A1,A0,45,150.0,5
3.3,A0,A0,A0,141,150.0,2
0.846,A1,A7,A0,107,150.0,7
4.1,A1,A0,A1,177,150.0,6
0.89,A1,A1,A0,65,150.0,11
5.75,A0,A3,A0,105,150.0,11
3.75,A1,A8,A0,75,150.0,0
3.799,A0,A1,A0,107,150.0,6
16.9,A0,A0,A0,122,40.0,10
0.52,A1,A3,A1,101,150.0,9
4.1,A1,A1,A0,120,150.0,3
6.9,A0,A7,A1,135,150.0,9
1.65,A0,A1,A0,70,125.0,11
16.49,A0,A7,A0,140,100.0,4
1.15,A1,A3,A0,122,150.0,4
0.999,A0,A3,A0,150,150.0,9
13.8,A1,A2,A1,224,,5
13.9,A1,A3,A0,140,90.0,10
8.45,A0,A3,A0,136,150.0,2
19.4,A0,A3,A1,140,20.0,7
2.3,A0,A0,A0,116,150.0,10
5.2,A0,A3,A0,136,150.0,4
0.6,A0,A8,A0,125,150.0,11
0.0,A1,A8,A2,0,5.0,0
3.0,A0,A3,A1,185,150.0,8
12.0,A0,A3,A1,140,150.0,12
3.999,A0,A1,A0,54,70.0,1
26.4,A0,A0,A1,245,150.0,8
0.9,A0,A8,A0,0,150.0,0
9.5,A0,A5,,185,150.0,5
7.7,A0,A3,A1,193,150.0,4
19.9,A1,A5,A1,143,80.0,10
0.999,A0,A8,A0,0,150.0,0
2.59,A0,A3,A0,120,150.0,7
5.999,A0,A3,A0,101,125.0,4
2.45,A1,A5,A1,150,150.0,0
0.25,A1,A0,A0,71,150.0,1
2.5,A0,A7,A0,0,150.0,5
3.999,A1,A0,A0,101,150.0,10
10.9,A0,A3,A1,218,150.0,6
17.5,A1,A0,A0,140,30.0,3
4.5,A0,A3,A0,103,150.0,6
6.9,A1,A3,A1,150,150.0,6
15.0,A0,A4,,114,40.0,5
13.9,A1,A7,A0,105,70.0,4
9.25,A1,A5,A1,163,150.0,7
2.399,A1,A3,A0,120,150.0,12
20.999,A0,A2,,224,125.0,8
7.2,A1,A6,A0,105,125.0,9
0.67,A0,A0,A2,82,150.0,2
4.95,A1,A0,A0,90,50.0,10
5.2,A1,A0,A0,116,100.0,5
3.75,A0,A1,A0,75,150.0,11
11.6,A0,A3,A1,105,100.0,2
1.95,A0,A1,A0,75,150.0,8
0.5,A0,A1,A0,60,150.0,1
12.0,A1,A5,A0,306,150.0,5
3.5,A0,A3,A0,179,150.0,12
9.749,A0,A1,A0,70,50.0,11
8.0,A0,A0,A0,68,5.0,9
3.768,A0,A3,A0,163,150.0,12
0.4,A1,A1,A0,75,150.0,8
2.5,A1,A1,A0,60,90.0,3
6.59,A0,A0,A0,170,150.0,12
7.9,A0,A0,A0,80,60.0,6
3.5,A1,A7,A0,102,150.0,9
6.499,A0,A2,A0,141,150.0,10
12.5,A1,A1,A0,122,125.0,8
3.7,A0,A1,A0,80,150.0,2
3.5,A0,A7,,136,150.0,6
6.5,A0,A4,A2,200,5.0,0
2.29,A1,A5,A0,101,150.0,5
0.3,A0,A1,A0,45,125.0,4
5.199,A0,A1,A1,61,50.0,5
33.0,A0,A2,A1,150,40.0,6
12.499,A1,A7,A1,170,150.0,4
0.0,A0,A8,,0,5.0,0
11.5,A1,A0,A0,143,150.0,5
3.29,A1,A0,A0,116,150.0,5
14.99,A0,A7,A0,140,70.0,10
26.5,A1,A0,A1,136,40.0,5
9.5,A0,A7,A1,111,125.0,3
6.6,A0,A0,A0,90,50.0,5
0.35,A0,,A0,55,150.0,2
8.95,A0,A3,A0,179,150.0,10
13.49,A1,A1,A1,179,,5
1.5,A0,A1,A0,90,150.0,5
0.65,A1,A1,A0,73,150.0,3
1.6,A1,A8,A0,125,150.0,0
16.5,A1,A0,A0,307,125.0,4
0.945,A0,A3,A0,0,150.0,7
2.29,A1,A1,A0,75,125.0,11
0.55,A0,A0,A0,88,150.0,12
10.5,A0,A4,A0,300,150.0,6
2.5,A0,A7,A0,68,150.0,6
0.6,A1,A1,A0,0,125.0,0
2.1,A0,A1,A1,95,150.0,3
6.0,A0,A3,A0,140,150.0,5
7.1,A0,A2,A1,292,150.0,11
6.999,A0,A3,A0,140,150.0,2
6.9,A1,A1,A0,80,60.0,11
1.999,A0,A1,A0,50,150.0,3
0.5,A1,A3,A0,102,150.0,10
3.48,A0,A7,A0,136,150.0,0
0.15,A0,A6,A0,80,150.0,8
13.499,A1,A1,A0,211,90.0,10
2.0,A0,A0,A0,75,150.0,4
1.25,A0,A0,A1,90,125.0,4
5.499,A1,A0,A1,354,150.0,10
2.68,A0,A0,A1,150,150.0,5
13.99,A1,A0,A0,122,50.0,9
1.4,A0,A3,A0,140,150.0,5
1.2,A0,A3,A0,102,150.0,6
6.39,A0,A5,A0,118,125.0,4
1.4,A0,A1,A0,68,150.0,3
1.8,A1,A1,A0,54,125.0,4
1.1,A0,A0,A0,101,150.0,4
20.0,A0,A0,A1,207,70.0,8
11.749,A1,A0,A0,160,100.0,3
1.2,A0,A0,A0,82,150.0,5
0.95,A1,A3,A0,99,150.0,9
2.45,A0,A1,A0,90,40.0,10
5.2,A0,A7,A0,140,90.0,12
7.234,A1,A3,A0,77,150.0,2
2.4,A0,A4,A0,170,150.0,6
29.9,A0,A0,A1,265,,11
0.599,A1,A1,,75,150.0,0
1.799,A1,A1,A0,60,150.0,7
1.15,A1,A1,A0,50,150.0,2
1.0,A0,A1,A0,60,150.0,11
0.75,A0,A8,A0,50,150.0,6
1.79,A1,A8,A0,97,150.0,5
1.9,A0,A1,,54,125.0,12
5.0,A1,A1,A0,75,100.0,7
6.999,A0,A0,A0,129,150.0,12
8.5,A0,A0,A0,66,150.0,1
7.35,A0,A5,A0,150,150.0,1
1.4,A0,A7,A0,150,150.0,7
1.995,A1,A0,A0,105,150.0,9
4.25,A0,A3,A0,140,150.0,3
0.65,A0,,A1,158,150.0,10
2.5,A0,A1,A0,54,80.0,4
20.49,A1,A0,A1,218,150.0,6
11.25,A1,A7,A0,131,150.0,5
7.8,A0,A0,A0,163,150.0,4
14.999,A1,A2,A1,250,150.0,11
1.599,A1,A3,A0,136,50.0,4
7.3,A1,A0,A0,129,20.0,3
0.499,A1,A7,A0,0,5.0,7
0.25,A0,A3,A0,70,150.0,6
0.85,A1,A8,A2,100,150.0,0
1.4,A0,A0,A0,144,,10
1.55,A1,A1,A1,60,125.0,12
2.499,A1,A0,A0,54,150.0,6
0.499,A1,A4,A0,0,,6
0.899,A0,A0,A0,116,150.0,10
4.6,A1,A5,A0,135,90.0,6
2.79,A0,A7,A0,101,150.0,7
15.499,A1,A1,A0,136,20.0,6
1.6,A1,A3,,101,150.0,4
0.28,A1,A8,A0,90,150.0,0
22.8,A0,A0,A0,0,70.0,0
0.3,A0,A8,A2,0,5.0,4
0.5,A0,A3,A0,114,150.0,3
0.25,A1,A1,A0,50,150.0,12
1.25,A1,A1,A0,60,80.0,1
13.7,A0,A2,A0,136,125.0,8
6.499,A0,A7,A0,131,150.0,6
45.85,A1,A5,A1,315,80.0,2
1.5,A1,A1,A0,130,150.0,0
2.499,A0,A7,A0,145,150.0,9
0.38,A1,A1,A0,75,150.0,5
6.95,A1,A2,A1,209,150.0,5
2.5,A1,A4,A0,116,,12
2.05,A1,A0,A0,109,150.0,11
1.8,A0,A6,A0,121,150.0,2
2.9,A1,A1,A0,67,125.0,8
1.5,A0,A2,A1,207,150.0,12
8.49,A0,A0,A1,143,70.0,9
2.65,A1,A3,A0,110,150.0,5
17.2,A1,A4,A1,184,70.0,9
3.95,A0,A3,A0,150,125.0,7
23.5,A1,A0,,299,150.0,11
1.85,A1,A0,A0,133,150.0,5
1.399,A1,A8,A1,54,90.0,6
6.15,A0,A7,A0,114,150.0,12
13.5,A0,A0,A0,315,100.0,2
4.0,A0,A0,A1,170,150.0,8
2.199,A1,A0,A0,26,30.0,0
2.222,A1,A8,A2,0,150.0,0
20.0,A1,A0,A1,265,50.0,11
1.7,A0,A1,A0,54,150.0,6
1.9,A1,A3,A0,125,150.0,1
3.5,A1,A0,A0,170,150.0,2
1.6,A1,A3,A0,131,150.0,12
1.999,A0,A0,A0,110,150.0,8
6.35,A0,A1,,60,100.0,1
0.6,A0,A3,A0,150,150.0,6
20.5,A0,A4,A0,190,80.0,2
15.99,A0,A0,A0,211,90.0,2
3.333,A0,A1,A0,55,50.0,12
0.8,A1,A4,A0,150,150.0,7
0.495,A1,A5,,60,80.0,5
5.999,A1,A8,A1,193,100.0,1
0.3,A1,A0,A1,133,150.0,0
12.85,A0,A0,A0,280,150.0,0
1.95,A0,A3,A1,121,150.0,11
0.799,A1,A1,A0,54,150.0,3
1.15,A1,A8,A2,0,150.0,0
4.85,A1,A7,,136,150.0,5
9.75,A1,A3,A1,177,150.0,4
3.99,A1,A0,A2,0,125.0,11
1.999,A0,A6,A0,0,150.0,6
0.4,A1,A8,A0,90,150.0,2
4.5,A1,A1,A0,105,100.0,2
8.888,A0,A4,A0,110,150.0,3
0.5,A1,A0,A0,75,,8
0.5,A1,A3,A0,170,150.0,3
1.499,A1,A2,A0,80,150.0,3
12.5,A0,A5,A0,170,150.0,4
13.9,A0,A5,A0,171,150.0,4
3.85,A0,A5,A0,120,70.0,12
4.499,A1,A1,A0,65,60.0,10
0.95,A1,A1,A0,54,150.0,5
12.2,A1,A0,A1,272,150.0,6
2.0,A1,A1,A0,75,125.0,6
9.499,A1,A5,A1,0,150.0,5
0.3,A1,A0,A0,136,150.0,0
2.7,A1,A4,A1,105,100.0,3
21.5,A0,A2,A0,140,90.0,5
6.85,A0,A3,A0,116,150.0,11
0.85,A1,A3,A0,114,150.0,5
2.8,A0,A3,A0,110,150.0,11
3.0,A1,A0,A2,0,150.0,0
0.9,A0,A0,A0,125,150.0,10
2.799,A1,A1,A0,65,125.0,9
7.699,A0,A3,A1,140,150.0,3
2.75,A1,A1,A0,58,50.0,8
0.0,A1,A8,A2,0,150.0,0
0.0,A1,A0,A1,110,150.0,3
